콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
블랙포엠,,,,,09:00,23:00,09:00,23:00,,,
건달다방,,,,,10:30,22:00,10:30,22:00,,,
커피구십구점구(99.9),,,,,10:00,23:00,10:00,23:00,,,
사계바다,,y,,,10:00,23:50,10:00,23:50,,,
부두식당 (모슬포),,,,,10:00,22:00,10:00,22:00,,,
사랑분식,,,,,10:30,19:00,10:30,19:00,,,
부르네비어가든,,,,,10:00,22:00,10:00,22:00,,,
다이노바이트 샌드위치,,,,,10:30,19:30,10:30,19:30,,,
화진전복,,,,,08:00,22:00,08:00,22:00,,,
카페희상(폐업),,,,,08:00,20:00,08:00,20:00,,,
어부랑누이랑,,,,,11:30,21:30,11:30,21:30,,,
명호돗갈비,,y,,,12:00,21:30,12:00,21:30,,,돼지생갈비
핫마마,,y,,,17:00,21:00,,,,,
서연의집(영화 건축학개론),,,,,10:00,19:00,10:00,19:00,,,
붉은제주,,,,,11:20,20:30,11:20,20:30,,,
오가네전복설렁탕,,,,,08:00,20:00,08:00,20:00,,,
알라스카인제주 제주항공우주박물관점,,,,,,,,,,,
메밀꽃차롱,,,,,11:00,15:00,11:00,15:00,,,
수제홍과일모찌,,,,,10:00,19:00,10:00,19:00,,,
라포레사려니,,,,,11:00,19:00,11:00,19:00,,,
그때그맛,,,,,06:00,18:00,,,,,
아페즈,,,,,12:00,22:00,12:00,22:00,,,
시스터필드,,,,,09:00,18:00,09:00,18:00,,,
아이스크림연구소(올레시장점),,,,,09:00,23:00,09:00,23:00,,,
넉둥베기 고사리육개장,,,,,09:00,16:00,09:00,16:00,,,
해일리 카페,y,,,,09:00,21:00,09:00,21:00,,,여름시즌음료 코코파인 9000원
프릳츠 제주성산점,,,,,08:00,20:00,08:00,20:00,,,"아메리카노 5,100원"
파리바게뜨 성산일출봉점,,,,,07:00,23:00,07:00,23:00,,,
타임스탬프,,,,,10:00,21:00,10:00,21:00,,,
섭지코지화덕피자,,,,,11:00,21:00,11:00,21:00,,,
빌라드아토,,,,,10:00,22:00,10:00,22:00,,,
나까무라,,,,,11:30,23:00,11:30,23:00,,,
도그헤븐 애견카페,y,y,,,09:00,19:00,09:00,19:00,,,
쪼끌락,,y,,,10:30,18:30,11:00,18:30,,,
스팅그레이(폐업),y,n,,,10:00,19:00,10:00,19:00,,,
비양도 올레카페,,,,,09:00,16:00,09:00,16:00,,,
김희선몸국,,,,,07:00,15:00,07:00,15:00,,,
선우식당,,,,,11:30,21:00,11:30,21:00,,,
모해 통갈치화덕구이전문점,,,,,11:00,22:00,11:00,22:00,,,
무뚱 식도락 식당,,,,,09:30,20:00,09:30,20:00,,,
짜이다방,y,n,,,12:00,20:00,12:00,20:00,,,
화로향,,y,,,17:00,00:00,17:00,00:00,,,
24시 뼈다귀탕,,,,,00:00,00:00,00:00,00:00,,,뼈감탕
Osds 협재,y,,,,09:00,17:00,09:00,17:00,,,
해림식당,,y,,,08:00,17:00,08:00,15:00,,,
홍요깃거리,,,,,08:30,16:30,08:30,16:30,,,
다미회,,,,,11:30,22:00,11:30,22:00,,,
팜알로하,,,,,09:00,19:00,09:00,19:00,,,
고집돌우럭(제주공항점),,,,,10:00,21:30,10:00,21:30,,,
성산회관,,,,,11:30,21:00,11:30,21:00,,,
다해복국,,,,,11:00,21:30,11:00,21:30,,,
대포횟집,,,,,11:00,21:50,11:00,21:50,,,
이가 흑돼지,,,,,11:30,22:30,11:30,22:30,,,
만세국수,,,,,09:00,20:30,09:00,20:30,,,
국수와냉면,,,,,10:00,22:00,10:00,22:00,,,
그옛맛,,,,,09:00,16:00,,,,,
마두천손칼국수,,,,,10:00,16:00,10:00,16:00,,,
이찌방,,,,,11:00,00:00,11:00,00:00,,,
은혜전복,,,,,10:00,20:00,10:00,20:00,,,
미나리식당,,,,,,,,,,,
산내들맛집,,,,,10:30,21:00,10:30,21:00,,,
서귀포손칼국수,,,,,10:00,20:00,10:00,20:00,,,
해월정,,,,,08:00,20:30,08:00,20:30,,,
돈사촌 외도점,,y,,,14:00,00:00,14:00,00:00,,,
나무카페,,,,,,,,,,,
호루의한끼,y,y,,,08:00,15:00,08:00,15:00,,,"호루쌈밥도시락,  프로방살 닭고기스튜, 옥돔미역국정식, 깍두기차돌덮밥"
어부와농부,,,,,09:00,22:00,09:00,22:00,,,
신세계제과,,,,,,,,,,,
카페엔다이닝채우다,,,,,09:00,19:00,09:00,19:00,,,
닐모리동동,,,,,11:00,23:00,11:00,23:00,,,
호임당,,,,,10:00,19:00,10:00,19:00,,,
소반,,,,,11:00,15:00,,,,,
돈앤돌,,,,,10:00,22:00,17:00,22:00,,,
돈향기,,y,,,11:30,22:40,11:30,22:40,,,
마운트 에베레스트 레스토랑,,,,,11:00,23:00,11:00,23:00,,,"커리, 난, 탄두리치킨, 비리야니, 사모사"
ROAD129(로드129),,n,,,10:30,20:00,10:30,20:00,,,
감나무집,,,,,10:30,22:00,10:30,22:00,,,
수국향,,,,,,,,,,,
떡볶이대학 라면학과,,,,,09:00,21:00,09:00,21:00,,,
공설식당,,,,,07:30,21:30,07:30,21:30,,,
물메골,,,,,10:00,19:00,10:00,19:00,,,
탑부평,,,,,11:00,23:00,11:00,23:00,,,
고객식당,,,,,08:00,19:00,08:00,19:00,,,
모리노아루요,,,,,11:30,14:30,11:30,14:30,,,
곱들락,,,,,12:00,22:00,12:00,22:00,,,
쓰쓰카페,,,,,09:00,16:00,09:00,16:00,,,
민경이네어등포해녀촌,,,,,09:00,20:00,09:00,20:00,,,
하늘채가든,,,,,11:00,21:30,11:00,21:30,,,
창천삼거리식당,,,,,08:00,19:40,08:00,19:40,,,
이리로카페,,,,,10:00,19:00,10:00,19:00,,,
PERLO (페를로),,,,,11:00,20:50,11:00,20:50,,,
미주크크,y,,,,12:00,19:00,12:00,19:00,,,아메리카노 4000원 
행복한시저네,,,,,10:30,15:30,,,,,
시소카이막,,,,,09:00,20:00,09:00,20:00,,,시소카이막 13000원 등
헤이브라더,,,,,10:00,18:00,10:00,18:00,,,
남바마버거,,,,,11:00,17:00,11:00,17:00,,,
홍도니,,,,,11:00,23:00,11:00,23:00,,,
해지개,,,,,09:00,21:00,09:00,21:00,,,
뚱보조개 바다풍경점 ,y,y,n,,15:00,23:30,14:00,23:30,,,조개구이와 생새우 오도리 회 구이 머리버터구이
종이비행기,,,,,,,,,,,
살롱드라방 SALON de LAVANT,,,,,09:30,17:30,09:30,17:30,,,
동우네,,,,,08:00,22:30,08:00,22:30,,,
딕시,,,,,10:00,22:00,10:00,22:00,,,
명도암수다뜰,,,,,,,,,,,
목돈,,,,,17:00,00:00,17:00,00:00,,,
하르방밀면 제주공항점,,,,,10:00,20:00,10:00,20:00,,,
해녀의 부엌 북촌점,,y,,,10:00,19:00,10:00,19:00,,,
하얀성&더돈,,,,,08:00,23:00,08:00,23:00,,,
한림바다체험마을,,,,,10:00,22:00,10:00,22:00,,,
경미네집(경미휴게소),,,,,08:30,16:00,08:30,16:00,,,
그러므로,,,,,11:00,17:00,11:00,17:00,,,
탑동골목,n,y,,,17:00,23:10,17:00,23:10,,,주류
할매추어탕,,,,,09:00,20:00,09:00,20:00,,,
파시랑,,,,,11:00,20:00,11:00,20:00,,,
성춘(토종순대),,,,,09:00,20:30,09:00,20:30,,,
독개물항,,,,,09:00,22:00,09:00,22:00,,,
인풍감자탕,,,,,11:00,22:00,16:00,22:00,,,
에귤타르트,,,,,08:00,00:00,08:00,00:00,,,
고미미,,,,,10:00,18:00,10:00,18:00,,,
당주제 제주,,,,,12:00,22:00,12:00,22:00,,,
마진가,,,,,10:30,22:00,10:30,22:00,,,
동그라미가든,,,,,,,,,,,
해녀식당(동복리),,,,,10:00,18:30,10:00,18:30,,,
원앤온리,,,,,09:00,18:40,09:00,18:40,,,
파스쿠찌 도남점,,,,,07:30,23:00,08:00,23:00,,,
아크로디니온,,,,,10:00,18:00,10:00,18:00,,,
맛나리,,,,,06:00,21:00,06:00,21:00,,,
간이옥돔역,,,,,11:00,19:00,11:00,19:00,,,
제제그리너,y,,,,11:00,17:00,11:00,17:00,,,
면공장,,,,,11:00,19:00,11:00,19:00,,,
르피라트,,,,,11:00,19:00,11:00,19:00,,,
해변가든(켄싱턴리조트),,,,,11:30,22:00,11:30,22:00,,,
맵찜,,,,,11:00,21:00,11:00,21:00,,,
도남오거리도남점,,,,,15:00,23:00,15:00,23:00,,,
바다잔치,,,,,09:00,22:00,09:00,22:00,,,
마쇼,,,,,11:00,15:00,11:00,15:00,,,
스테이위드커피,,,,,08:30,17:30,08:30,17:30,,,
본가 1호점,,,,,09:00,22:00,09:00,22:00,,,
코리코카페 제주,,,,,09:00,18:00,09:00,18:00,,,
대굴대굴구이,,,,,17:00,00:00,17:00,00:00,,,
방듸,,,,,11:00,22:00,11:00,22:00,,,
노을과 어울림 카페,,,,,09:00,23:00,09:00,23:00,,,
마님순대,,,,,,,,,,,
하나로국밥,,,,,06:00,22:00,06:00,22:00,,,
플라잉애월,y,,,,08:00,20:00,08:00,20:00,,,
김명자굴국밥(제주본점),,,,,06:00,15:00,06:00,15:00,,,
마노르블랑,,,,,09:00,19:00,09:00,19:00,,,
영해식당 (제주점),,,,,11:00,19:00,11:00,19:00,,,
우도돼지네 땅콩만두,,,,,11:00,22:00,11:00,22:00,,,
삼다도횟집,,,,,10:00,22:00,10:00,22:00,,,
옛촌전복,,,,,08:00,20:00,08:00,20:00,,,
부지깽이,,,,,11:30,23:00,11:30,23:00,,,
리듬앤브루스,,,,,08:00,20:00,08:00,20:00,,,
나무아래,,y,,,10:00,19:00,10:00,19:00,,,
서광마을국수,y,y,n,"유아용 숟가락, 포크 제공",08:00,19:00,08:00,19:00,,,"전복죽칼국수, 고기국수, 후라이김밥"
골목집갈치와고등어,,y,,,09:20,21:00,09:20,21:00,,,
세이슌 칠성로점,,,,,11:00,00:00,11:00,00:00,,,
일 이탈리아노,,,,,11:30,21:30,11:30,21:30,,,
포트그릴 스테이크하우스,,y,,,12:00,21:30,12:00,21:30,,,"스테이크 세트메뉴, 와인, 샴페인, 싱글몰트"
가시식당,,,,,08:30,20:00,08:30,20:00,,,
바캉스샤브샤브,,,,,11:30,21:00,11:30,21:00,,,
깡촌흑돼지,,,,,11:00,01:00,11:00,01:00,,,
지금이순간,,,,,09:00,20:00,09:00,20:00,,,
구름물고기,,,,,12:00,17:30,12:00,17:30,,,
명문가시리식당,,,,,09:00,21:00,09:00,21:00,,,
모드락,,,,,10:00,22:00,10:00,22:00,,,
한양식당,,,,,11:30,22:00,11:30,22:00,,,
비밀의숲 카페,,,,,09:00,18:00,09:00,18:00,,,
빌레왓,,,,,11:00,20:30,11:00,20:30,,,
마므레,,,,,12:00,22:00,12:00,22:00,,,
제주오름밥상,,,,,09:00,18:00,09:00,18:00,,,
커피가게쉬고가게,,,,,11:00,21:00,11:00,21:00,,,
하비마카롱,,,,,11:00,19:00,11:00,19:00,,,
연이네,,,,,10:00,17:00,10:00,17:00,,,
루스트플레이스 아라점,,,,,11:00,23:00,11:00,23:00,,,
서귀포네거리식당,,,,,07:00,21:40,07:00,21:40,,,
카페더몹시,,,,,,,,,,,
봉봉커피,,,,,,,,,,,
국시트멍,,,,,09:00,19:00,11:00,16:00,,,
깜돈 흑돼지,,,,,17:00,22:00,17:00,22:00,,,
방모루,,,,,09:00,20:00,09:00,20:00,,,
우드스탁,,,,,10:00,18:00,10:00,18:00,,,
채점석베이커리,,,,,08:00,22:00,08:00,22:00,,,
카이로스,,y,,,09:00,19:00,09:00,19:00,,,
사해방흑돼지,,,,,10:30,22:00,10:30,22:00,,,
무인카페 산책,,,,,08:00,20:00,08:00,20:00,,,
새콤달콤,,,,,08:00,00:00,08:00,00:00,,,
협재삼춘네횟집,,,,,09:00,21:00,09:00,21:00,,,
청호식당,,,,,09:00,20:00,09:00,20:00,,,
돈내코숯불갈비,,,,,15:00,22:00,15:00,22:00,,,
마음카페,,,,,10:00,17:00,10:00,17:00,,,
미레이나,,,,,11:00,21:00,11:00,21:00,,,
비마이게스트,,,,,09:30,17:30,09:30,17:30,,,
복여네왕돈가스,,,,,09:30,19:00,09:30,19:00,,,
소심한이층,,,,,19:30,02:00,19:30,02:00,,,
제주다음,,,,,11:00,19:00,11:00,19:00,,,
식전당포,y,y,,,15:00,00:00,15:00,00:00,,,
마실디,,,,,09:30,20:30,09:30,20:30,,,
떡하니,,,,,11:30,17:00,11:30,17:00,,,
요리하는 목수,,,,,10:00,20:00,10:00,20:00,,,
애월더선셋,,,,,10:00,19:30,10:00,19:30,,,"치즈오믈렛, 생과일프렌치토스트, 브런치, 과일에이드"
월정조용한카페앤펍,y,y,,,11:00,20:00,11:00,20:00,,,"제주 한라봉 프라페,  우도피넛라떼, 한라산 쑥 식빵,  한라봉 피나콜라다 칵테일"
블루사이공,,,,,11:30,16:00,11:30,16:00,,,
함덕카페h,,,,,10:00,20:00,10:00,20:00,,,
바다의집,,,,,11:00,16:00,11:00,16:00,,,
엠츄로,,,,,12:00,00:00,12:00,00:00,,,
더홀스카페,,,,,10:00,18:00,10:00,18:00,,,
꽃밭에서,,,,,07:00,18:00,07:00,18:00,,,
내가 찾은 맛고을,,,,,11:00,22:00,11:00,22:00,,,
루스트플레이스 칠성로점,,,,,11:00,21:00,11:00,21:00,,,
고요남,,,,,11:00,22:00,11:00,22:00,,,
하하호호(HAHAHOHO),,,,,10:30,17:00,10:30,17:00,,,
카페흠뻑,,,,,10:00,22:00,10:00,22:00,,,
뽀요요 카페,,,,,08:00,21:00,08:00,21:00,,,
선미식당,,y,,,07:00,21:00,07:00,21:00,,,
만첩,,,,,12:00,22:00,12:00,22:00,,,
리브라이프 키친앤스테이,,,,,13:00,19:00,13:00,19:00,,,
해와달그리고섬,,,,,10:00,20:30,10:00,20:30,,,
해담은,,,,,11:00,23:00,11:00,23:00,,,
하노이안브라더스,,y,,,11:00,21:00,11:00,21:00,,,
공간서오,y,,,,10:00,17:00,10:00,17:00,,,
피어22,,,,,12:00,21:00,12:00,21:00,,,
영천횟집 탑동본점,,y,,,11:00,23:00,11:00,23:00,,,
귤메달 하우스,,,,,11:00,19:00,11:00,19:00,,,
블랑로쉐,,,,,10:00,17:00,10:00,17:00,,,
우도 풍원,,,,,09:30,19:00,09:30,19:00,,,
오늘제주,,,,,10:00,19:00,10:00,19:00,,,
쇼디치카페,,,,,09:00,23:00,09:00,23:00,,,
복자씨연탄구이,,,,,12:00,22:00,12:00,22:00,,,
인더오조,,,,,11:00,21:00,11:00,21:00,,,
우도면파전리,,,,,08:00,20:00,08:00,20:00,,,
한성식당,,y,,,08:30,18:00,08:30,18:00,,,
성산해오름식당,,y,,,08:00,20:00,08:00,20:00,,,
춘천고려닭갈비,,,,,,,,,,,
모실래기해녀해물촌,,,,,,,,,,,
국수의전설,,,,,09:30,15:00,09:30,15:00,,,
달리다방,,,,,09:30,20:30,09:30,20:30,,,
봉끄랑횟집,,,,,10:00,23:00,10:00,23:00,,,
서건면가,,,,,10:00,20:00,10:00,20:00,,,
서울앵무새 제주,y,y,,,09:00,20:00,09:00,20:00,,,"퀸아망, 시나몬 롤"
춘심이네 3호점,,,,,10:00,21:00,10:00,21:00,,,
티라미소,,,,,,,,,,,
오하이 츄러스,,,,,10:30,17:00,10:30,17:00,,,
성산 어멍횟집,y,y,,,12:00,21:50,12:00,21:50,,,
토계정,,,,,09:00,21:00,09:00,21:00,,,
컬쳐드,,,,,11:00,21:00,11:00,21:00,,,
제리스펍,,,,,18:00,02:00,18:00,02:00,,,
아모레퍼시픽 제주센터 cafe N,,y,,,11:00,18:00,11:00,18:00,,,
아뜰리에안,,,,,10:00,22:00,10:00,22:00,,,
고고리식당,,,,,11:00,21:00,11:00,21:00,,,
돈돈이네,,,,,08:00,22:00,08:00,22:00,,,
육수명가도우락,,,,,08:00,00:00,,,,,
금빌레509,,,,,11:00,17:00,11:00,17:00,,,
이게밥도둑,,,,,11:30,21:00,11:30,21:00,,,
알랑가카페,,,,,,,,,,,
명성식당,,,,,09:00,20:00,09:00,20:00,,,
루스트플레이스 노형점,,,,,11:00,23:00,11:00,23:00,,,
공방앤공방,,,,,,,,,,,
장춘육당,,,,,12:00,22:00,12:00,22:00,,,
유지커피웍스,n,n,,,10:00,21:00,10:00,21:00,,,
홀리데이홀릭,y,,,,10:00,18:00,10:00,18:00,,,
바당지기,,,,,08:00,21:00,08:00,21:00,,,
엉클망고,,,,,,,,,,,
추자북경,,,,,11:30,15:00,11:30,15:00,,,
탐라칼국수 직영2호점,,y,,,10:00,15:00,10:00,15:00,,,
만조이천쌀밥,,,,,09:30,20:30,09:30,20:30,,,
1080칼국수,,,,,10:00,20:00,10:00,20:00,,,
솔향바다가든,,,,,16:00,22:00,11:00,22:00,,,
안녕육지사람,,,,,10:00,21:00,10:00,21:00,,,
뽈살집,,,,,15:00,00:00,15:00,00:00,,,
톰톰카레,,,,,11:00,20:00,11:00,20:00,,,
제주스럽,y,y,y,좌식테이블,10:00,19:30,10:00,19:30,,,"소금라떼,소금빵"
엉클통김밥(본점),,,,,07:30,19:00,07:30,19:00,,,
더츠커피돌핀점 (That’s Coffee Dolphin & Resort),,,,,,,,,,,
카멜커피,y,y,,,10:00,18:00,10:00,20:00,,,
로드하우스,,,,,10:00,21:00,10:00,21:00,,,
바그다드,,,,,11:30,23:00,11:30,23:00,,,
어제보다오늘,y,n,,,11:00,21:00,11:00,21:00,,,"쇼콜라무스, 복숭아무스"
부엌인세화,,,,,11:00,21:00,11:00,21:00,,,
광평도새기촌 본점,,y,,,17:00,22:00,17:00,22:00,,,
흑돈향,,,,,17:00,22:00,17:00,22:00,,,
삼대해녀의집,,,,,09:00,20:00,08:00,21:00,,,
제주온반,,,,,08:00,19:00,08:00,19:00,,,"흑돼지곰국, 해장국밥, 카펠리니 비빔국수, 흑돼지 떡갈비"
성산달래식당,,,,,10:00,21:00,10:00,21:00,,,
건축카페 유토피아,,,,,,,,,,,
미트타운,,,,,,,,,,,
한량2010,,,,,08:00,18:00,12:00,18:00,,,
유동커피,,,,,08:00,21:00,08:00,21:00,,,
이음,y,y,n,,09:30,16:00,09:30,16:00,,,채식한상
국수냐 국밥이냐,,,,,10:00,22:00,10:00,22:00,,,
그리운바다성산포,y,y,,,09:00,21:30,09:00,21:30,,,"그리운 한상차림, 고등어회"
코코분식,,,,,11:00,20:00,11:00,20:00,,,
탑동산호전복,,y,,,07:00,21:00,07:00,21:00,,,
성읍칠십리식당,,,,,11:00,20:30,11:00,20:30,,,
서울떡볶이,,,,,11:30,21:00,11:30,21:00,,,
어사촌도야지,,,,,09:00,20:30,09:00,20:30,,,
픽스커피,,,,,,,,,,,
곱을락(음식점),,,,,11:00,21:00,11:00,21:00,,,
얌얌돈가스,,,,,11:00,20:00,11:00,20:00,,,
삼대국수회관 신제주점,,,,,09:00,21:00,09:00,21:00,,,
밀리우,,,,,18:00,22:00,18:00,22:00,,,
올레수산회센터,,,,,11:30,22:00,11:30,22:00,,,
우도향,,,,,11:00,18:00,11:00,18:00,,,
단수이카스테라,,,,,07:00,19:00,07:00,19:00,,,
카페피크닉(르피크닉),,y,,,08:00,21:00,08:00,21:00,,,
봉이네식당,,,,,08:00,20:00,08:00,20:00,,,
일도 국수,,,,,00:00,00:00,00:00,00:00,,,
마마롱(애월),,,,,10:00,18:00,10:00,18:00,,,
포레스텔라인제주,y,y,n,,10:00,18:00,10:00,18:00,,,"브런치, 파스타, 마르게리따 등 "
제주홍돈 협재본점,,,,,12:00,23:00,12:00,23:00,,,
생원전복,,,,,10:00,21:00,10:00,21:00,,,"돈 샤브샤브 13,000원 전복회, 구이대 50000원 등"
카페 연이랑,,,,,10:00,17:00,10:00,17:00,,,
위더스트래블,,,,,09:00,19:00,09:00,19:00,,,
허벅식당,,y,,,08:00,20:30,08:00,20:30,,,
유스커피,,,,,08:00,18:00,11:00,18:00,,,
유남수산,,,,,08:00,22:00,08:00,22:00,,,
우도왕자이야기,,,,,08:30,18:00,08:30,18:00,,,
이어도식당,,,,,07:00,20:00,07:00,20:00,,,
장인의 집,y,y,y,,09:30,22:00,09:30,22:30,,,
홍어일번지,,,,,12:00,22:00,12:00,22:00,,,
어머니의 뜻을 담다 단지,,,,,11:00,20:00,11:00,20:00,,,
윤옥,y,n,,,11:30,20:00,11:30,20:00,,,"윤라멘, 쇼유라멘, 토마토절임, 닭껍질교자"
호랑이해장국,,,,,09:00,15:00,09:00,15:00,,,
보목해녀의집,,,,,10:00,20:00,10:00,20:00,,,
수우동,,,,,10:30,16:00,10:30,16:00,,,
kim여사의밥상,,,,,11:00,20:30,11:00,20:30,,,
퍼스트노엘,,,,,10:00,19:00,12:00,20:00,,,
고불락,y,y,,,08:00,21:00,08:00,21:00,,,"고등어쌈밥, 상추밥 정식"
더 스트롱홀드,,,,,11:00,22:00,11:00,22:00,,,
성광식당,,,,,10:30,18:00,10:30,18:00,,,
환상의짜장,,,,,08:00,18:00,08:00,18:00,,,
센잇,,,,,10:00,18:00,00:00,00:00,,,"풍미새우화석과자, 먹물한치화석과자, 매운낙지화석과자"
왕대포 연동점,,,,,17:00,05:00,17:00,05:00,,,
일출봉쑥빵보리빵,,,,,07:00,19:00,07:00,19:00,,,
제주신라호텔 히노데,,,,,17:30,22:00,17:30,22:00,,,철판 요리
벨롱,,,,,10:30,18:00,10:30,18:00,,,
성미식당,,,,,10:00,22:00,10:00,22:00,,,
바코,,y,,,17:30,23:00,17:30,23:00,,,한우 1++ 채끝 스테이크
카페 사우다드,,,,,09:00,18:00,09:00,18:00,,,
천지연해물전복뚝배기,,,,,08:00,19:00,08:00,19:00,,,
타무라,,,,,11:00,21:00,11:00,21:00,,,
천리식당,,,,,09:00,17:00,09:00,17:00,,,
더파크뷰(신라호텔),,,,,07:30,22:00,07:30,22:00,,,
모닥식탁(카페이전으로 비공개처리),,,,,11:00,19:30,11:00,19:30,,,
머들정원,,,,,10:00,17:00,10:00,17:00,,,
바다어멍,y,y,y,,07:00,22:00,07:00,22:00,,,"갈치구이, 갈치조림, 전복"
이찌마루,,,,,11:00,23:00,11:00,23:00,,,
맛있는집,,,,,09:00,20:00,09:00,20:00,,,
카페오름,,,,,12:00,20:00,12:00,20:00,,,
카페살레,,,,,10:30,16:30,10:30,16:30,,,
훔쳐온뒷고기 화북점,y,y,,,16:30,23:00,16:30,23:00,,,
삼교리동치미막국수 제주점,y,y,,,10:00,20:00,10:00,20:00,,,
김선문,,,,,12:00,20:00,12:00,20:00,,,
쿠싱 샌드위치,n,,,,09:30,18:00,09:30,18:00,,,
삼다정,,,,,,,,,,,
체면,,,,,11:30,19:30,11:30,19:30,,,
오메기식당,,,,,08:00,17:00,08:00,17:00,,,
느영나영 감귤창고,,,,,10:00,22:00,10:00,22:00,,,"제주감귤차, 귤꿀팬케이크, 귤꿀카래떡구이,"
그리고카페,,,,,09:00,18:00,09:00,18:00,,,
하누가물애,,,,,10:00,22:00,10:00,22:00,,,
어머니와장독대,,,,,10:30,21:00,10:30,21:00,,,
우도우베이커리,,,,,09:00,17:00,09:00,17:00,,,
제일떡집,,,,,,,,,,,
옛날옛적,,,,,09:00,22:00,09:00,22:00,,,
야자수 식당,,,,,10:00,20:30,10:00,20:30,,,
바보카페,,,,,10:00,19:00,10:00,19:00,,,
서귀포수일통닭,,,,,16:00,00:30,16:00,00:30,,,
음식점,n,n,n,ㅁㅁ음식점,00:00,02:00,00:00,02:00,,,ㅁㅇㅁ
범섬앞어촌계횟집,,,,,11:00,22:00,11:00,22:00,,,
후년하우스,,,,,10:00,22:00,10:00,22:00,,,
화북코끼리식당,,,,,10:00,22:00,10:00,22:00,,,
쏠피쉬,,,,,11:30,23:00,11:30,23:00,,,
아모르키친,,,,,,,,,,,
가파도해물짜장짬뽕,,,,,09:00,15:30,09:00,15:30,,,
리솔라 무인카페,,,,,10:00,22:00,10:00,22:00,,,
흑돼지구이집 하영,,,,,10:00,22:00,10:00,22:00,,,
제스토리(음식점 카테고리로 들어가 있어서 수정),,,,,09:00,21:00,09:00,21:00,,,
산물통숨비소리,,,,,07:00,20:00,07:00,20:00,,,
에피소드베이커리카페,,,,,10:00,18:00,10:00,18:00,,,
문어빵굽는문빵9,,,,,09:00,18:00,09:00,18:00,,,
동해루,,y,,,11:00,21:00,11:00,21:00,,,
바굥식당,,,,,11:00,15:00,11:00,15:00,,,
바다회국수,,,,,09:30,20:00,09:30,20:00,,,
만덕이네,y,n,,,08:00,21:00,08:00,21:00,,,"갈치조림정식, 전복문어흑돼지두루치기,접짝뼈국"
바당봉봉,,,,,10:30,19:30,10:30,19:30,,,
성산올레회국수,,,,,09:00,21:00,09:00,21:00,,,
회양과 국수군,,y,,,10:30,21:00,10:30,21:00,,,
허브올레,,,,,10:00,18:30,10:00,18:30,,,
소섬반점,,,,,11:00,18:00,11:00,18:00,,,
국수마당 본점,,,,,09:00,22:55,09:00,22:55,,,"고기국수, 비고국수 9,000원"
산방산초가집,,,,,10:00,21:00,10:00,21:00,,,
파도소리해녀촌,,,,,08:00,20:00,08:00,20:00,,,
써스티몽크제주시청점,,,,,17:00,02:00,17:00,02:00,,,
더비치하우스,n,y,n,,12:00,22:00,12:00,22:00,,,"더비치선라이즈,흑돼지크림파스타"
달테이블,,,,,11:00,10:00,11:00,10:00,,,
고망딱새,,,,,10:00,22:00,10:00,22:00,,,
서문뒷고기,,,,,17:00,22:00,17:00,22:00,,,
후쿠오카함바그,,,,,12:00,21:00,11:30,21:00,,,
중문 빠블릭 PUB,,,,,18:00,02:00,18:00,22:00,,,
명품한라봉아이스크림,,,,,10:00,21:00,10:00,21:00,,,
섬마을청년회관,,,,,09:00,15:00,09:00,15:00,,,
나주닭집,,,,,10:00,20:30,10:00,20:30,,,
까미노,,,,,10:30,20:00,10:30,20:00,,,
르꼬앙,,,,,16:00,22:30,12:00,22:30,,,
모아시,,,,,10:00,18:00,10:00,18:00,,,
우도이야기,,,,,10:00,19:00,10:00,19:00,,,
안녕소깍 서귀포쇠소깍브런치카페,,,,,10:00,17:00,10:00,17:00,,,
누리프렌즈카페인제주,,,,,10:00,19:00,10:00,19:00,,,
청해원,,,,,08:00,22:00,08:00,22:00,,,
만원의행복,,,,,17:00,22:00,17:00,22:00,,,
그리다시카고피자&파스타,,,,,12:00,22:00,12:00,22:00,,,
제주침시술소바 (오로라식품),,,,,11:00,01:00,11:00,01:00,,,
곽지 애월회관 흑돼지,,,,,11:30,23:00,11:30,23:00,,,
전설의마녀,,,,,10:30,20:00,10:30,20:00,,,
나폴리피자 서귀포중문점,y,n,,,00:00,00:00,00:00,00:00,,,"3657 하우스피자, 스페셜피자, 부팔리노피자"
쉐프 이야기,,,,,18:00,01:00,18:00,02:00,,,
물메쉼팡,,,,,09:30,19:30,09:30,19:30,,,
바다는안보여요,,,,,10:00,22:00,10:00,22:00,,,
콜레트커피,,,,,10:30,18:00,10:00,18:00,,,콜레트 라떼
사형제횟집,,,,,11:00,22:00,11:00,22:00,,,
스틸네거티브클럽,,,,,10:00,18:00,10:00,18:00,,,
용담생국수,,,,,10:00,21:00,10:00,21:00,,,"고기국수 9,000원"
굴무기낭,,,,,11:00,17:00,13:00,17:00,,,
풍차로가는길,y,y,n,,10:30,19:30,10:30,19:30,,,땅콩오드리라떼
오스모시스 구좌세화카페,,,,,10:00,22:00,10:00,22:00,,, 당근주스 등
스시마시,,,,,11:00,21:30,11:00,21:30,,,
향원복집,,,,,09:00,21:30,09:00,21:30,,,
올래회어촌,,,,,10:00,22:00,10:00,22:00,,,
성산흑돼지두루치기,,,,,10:30,21:00,10:30,21:00,,,
