콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
자연과 사람들 밀면,,,,,11:00,18:00,11:00,18:00,,,"물밀면, 비빔밀면, 수제떡갈비"
노형수산시장,y,y,,,11:30,23:00,11:30,23:00,,,"회정식, VIP씨온세트, 대방어, 특방어, 황금광어"
예원,,,,,11:00,16:00,11:00,16:00,,,"쌈밥정식, 접짝뼈국"
휴즐리 제주,,,,,10:00,20:50,10:00,20:50,,,"젤라봉, IM현무"
정미당 제주,,,,,09:30,20:00,09:30,20:00,,,"무근성 우유식빵, 무화과깜빠뉴, 쫀쫀감자치아바타"
트라인커피,n,,,,11:00,17:00,11:00,17:00,,,"크림롱블랙, 하겐다즈 아몬드 아포가토"
제주만주,y,n,n,,09:00,18:00,09:00,18:00,,,"제주의밤, 우도땅콩, 제주녹차"
돈블링65,y,y,n,,13:00,22:00,13:00,22:00,,,"폭탄계란찜,수제불냉면,누룽지멜젓볶음밥"
연동돌담흑돼지,,,,,11:00,02:00,11:30,02:00,,,"흑돼지 뼈삼겹, 숄더랙"
홀그레인머스타드,,,,,09:00,00:00,09:00,00:00,,,"칠리 핫도그, 치킨 핫도그, 당근라페 치킨 샐러드, 칠리 나초, 칠리 프라이"
안빵,,,,,10:00,18:30,10:00,18:30,,,"악어소금빵, 딸기 크로와상"
애월당 애월제과,,,,,10:30,20:30,10:30,20:30,,,"현무암라떼, 애월돌크림빵, 하카롱"
동강,,,,,11:00,20:30,11:00,20:30,,,"짜장면, 탕수육"
오크라,,,,,12:00,20:00,12:00,20:00,,,돈까스뷔페
함덕수산시장,y,y,n,,12:00,22:00,12:00,22:00,,,"회, 모듬회, 물회, 모듬물회, 특별어종모"
미풍해장국 본점,,,,,05:30,15:00,05:30,15:00,,,"해장국, 수육"
부촌,,,,,10:30,21:00,10:30,21:00,,,갈치조림정식
소문난 순대족발,,,,,11:00,20:00,11:00,20:00,,,"순대, 족발"
제주소담,,,,,09:00,22:00,09:00,22:00,,,댕유자차
바다해찬,,,,,10:00,21:45,10:00,21:45,,,"해찬세트, 모듬회"
충민정,,,,,10:30,20:00,10:30,20:00,,,통갈치구이
우호적무관심,,,,,10:00,17:00,10:00,17:00,,,"크로와상 샌드위치, 한라봉 에이드"
항구식당,,,,,08:00,21:00,08:00,21:00,,,"고등어회, 방어회"
몽땅 신화월드점,,,,,11:00,16:00,11:00,16:00,,,"제주도 돈까스, 롤치즈돈까스, 보말크림파스타"
협재해물라면쪼꼴락상회,,,,,10:00,21:00,10:00,21:00,,,해물라면
통나무횟집,,,,,09:00,22:00,09:00,22:00,,,고등어회
그랜마스 서귀포 신시가지점,,,,,08:30,19:30,08:30,19:30,,,클럽샌드위치
나인브로스커피,,,,,10:00,18:30,10:00,18:30,,,"드립커피, 아인슈페너"
도두항식당,,,,,08:00,16:00,08:00,16:00,,,접짝뼈놈삐국
올레 흑돼지 김치말이,,,,,16:00,21:00,16:00,21:00,,,흑돼지 김치말이
브라보비치,y,y,,,09:30,18:30,09:30,18:30,,,"약과쿠키, 소금빵"
신창흑돼지두루치기,,,,,10:00,21:30,10:00,21:30,,,흑돼지두루치
김영미재첩해장국,,,,,08:00,15:00,08:00,15:00,,,"재첩국, 닭곰탕"
도치돌한우숯불,,,,,09:00,21:00,09:00,21:00,,,"한우구이, 한우특수부위"
봄벳,,,,,10:30,18:30,10:30,18:30,,,"카모마일, 스트로베리피넛쿠키"
둘레길 서귀포중문본점,,,,,10:00,21:30,10:00,21:30,,,제주 흑돼지 오믈렛
내고향해장국,,,,,06:00,15:00,06:00,15:00,,,해장국
바이러닉 에스프레소바 제주점,,,,,09:00,21:00,09:00,21:00,,,바이러닉 푸딩
모슬포제빵소,,,,,08:00,21:00,08:00,21:00,,,"대정마농바게트, 대정지슬빵"
형제도식당본점,,,,,10:00,21:00,10:00,21:00,,,"통갈치구이, 통갈치조림"
행복밀,,,,,09:30,20:30,09:30,20:30,,,"마늘바게트, 녹차맘모스"
제니의 정원,,,,,10:00,19:00,10:00,19:00,,,"리코타치즈샐러드와바게트, 제니스프렌치토스트, 대하올리브오일파스타, 핫앤스윗치킨파니니"
성산일출봉 아시횟집,,,,,07:00,23:00,07:00,23:00,,,시그니처 회 세트
제주등뼈가,,,,,00:00,00:00,00:00,00:00,,,우거지 감자탕
와흘밥상,,,,,07:00,19:00,07:00,19:00,,,"전복해물뚝배기, 몸국"
표선우동가게,,,,,11:20,20:20,11:20,20:20,,,규니꾸가케우동
오름나그네,,,,,10:00,15:00,10:00,15:00,,,보말칼국수
김재훈고사리육개장,,,,,08:00,15:00,08:00,15:00,,,고사리육개장
애월당 제주공항점,,,,,10:00,20:00,10:00,20:00,,,돌크림빵
메종드쁘티푸르 노형점,y,y,,,09:00,22:00,09:00,22:00,,,"제주한치토마토파스타, 흑돼지고추장로제파스타"
애월전분공장,,,,,10:00,18:00,10:00,18:00,,,"플랫화이트, 카페라떼"
제주선채향,,,,,11:00,16:00,11:00,16:00,,,전복칼국수
옛날 홍가네 칼국수,,,,,10:00,21:00,10:00,21:00,,,닭칼국수
바다보는날,,,,,10:00,14:00,10:00,14:00,,,"해물듬뿍라면, 문어전복라면"
새벽야시장,,,,,13:00,23:00,13:00,23:00,,,"고등어회, 딱새우회"
엘리사,,,,,12:00,17:00,12:00,17:00,,,엘리사쿠키
제원칼집,,,,,12:00,05:00,12:00,05:00,,,칼집삼겹살
제주어멍통갈치,,,,,09:00,21:00,09:00,21:00,,,문어전복통갈치조림
정육도제주본점,y,y,n,,11:30,22:00,11:30,22:00,,,소 우대갈비
랜디스도넛 제주애월점,,,,,09:30,18:30,09:30,18:30,,,글레이즈도넛
본돈,,,,,16:00,22:00,16:00,22:00,,,흑돼지 오겹살
너븐,,,,,10:00,21:00,10:00,21:00,,,너븐라떼
달인회센타,,,,,11:00,22:00,11:00,22:00,,,"활어회, 매운탕"
풍년식당,,,,,07:00,17:00,,,,,보말칼국수
플랏포커피,,,,,08:00,18:30,08:00,18:30,,,플랫화이트
귤하르방구좌점,,,,,09:30,21:30,09:30,21:30,,,귤하르빵
부커피,,,,,09:00,19:00,09:00,19:00,,,아이스크림 크로플
달자카페,,,,,09:30,21:00,09:30,21:00,,,
회춘,y,n,,,10:30,21:30,10:30,21:30,,,"회춘비빔밥정식, 회춘정식"
샤오츠,y,n,,,11:00,20:00,11:00,20:00,,,"홍탕 우육면, 상탕 우육면, 국물탄탄면, 샤오마이 딤섬"
화고 흑돼지 신시가지점,,,,,11:00,00:00,11:00,00:00,,,숙성 흑돼지 근고기
제주예찬,,,,,09:00,21:00,09:00,21:00,,,은갈치구이한상
시종일관,n,,,,10:00,18:00,10:00,18:00,,,"옥수수 크림커피, 후르츠더치베이비"
오후새우시,,,,,10:00,19:00,10:00,19:00,,,와사마요게살김밥
카페모레,,,,,10:10,22:00,10:10,22:00,,,프렌치토스트세트
먹돌 제주본점,,,,,08:00,20:00,08:00,20:00,,,고기국수
사일리커피,,,,,10:00,18:00,10:00,18:00,,,사일리커피
숙성도 함덕점,,,,,12:00,22:00,12:00,22:00,,,"960뼈등심, 720뼈목살"
제주 중문흑돼지 초풍,y,y,y,,11:00,23:00,11:00,23:00,,,"흑돼지, 점심특선"
놀놀플레이그라운드카페,y,n,,,09:30,19:00,09:30,19:00,,,"한라봉차, 보이차, 테린느"
기원 은갈치,,,,,10:00,22:00,10:00,22:00,,,통갈치조림
천짓골식당,,,,,17:10,21:30,17:10,21:30,,,돔베고기
올레시장 치즈마농랍스터,,,,,11:30,22:00,11:30,22:00,,,치즈마늘랍스터구이
집의기록상점,,,,,13:00,17:00,13:00,17:00,,,에그타르트
그계절,y,n,,,11:00,17:30,11:00,17:30,,,"바질토스트, 여름방학, 밀크티"
티나케이크,y,y,,,10:00,20:00,10:00,20:00,,,"당근케이크, 크레이프케이크, 계절케이크"
수눌음,,,,,11:00,21:30,11:00,21:30,,,"모듬회세트, 고등어세트"
스퐁스퐁,,,,,11:00,20:00,11:00,20:00,,,흑돼지 라자냐
달치즈,,,,,10:30,21:30,10:30,21:30,,,카이막&피데빵 세트
소보리당로222,n,,,,12:00,18:00,12:00,18:00,,,"팥인절미티라미수, 약과아포가토"
단당류,,,,,10:00,19:00,10:00,18:00,,,제주보리개역라떼
도도름,,,,,07:00,00:00,07:00,00:00,,,"육쪽마늘빵, 쑥떡쑥떡"
73st,,,,,10:00,19:00,10:00,19:00,,,
추억의분식,,,,,09:00,21:00,09:00,21:00,,,모닥치기
씨네라운지 더 코브,,,,,08:30,21:00,08:30,21:00,,,
메쉬커피,,,,,08:00,17:00,08:00,17:00,,,"크림소다에이드, 알롱제"
덴드리,,,,,10:00,18:30,10:00,18:30,,,"덴드리 청귤라뗴, 바클라바"
장모식탁,,,,,09:00,20:30,09:00,20:30,,,"전복돌솥밥, 곤드레돌솥밥"
루스트플레이스 외도점,,,,,11:00,21:50,11:00,21:50,,,
카페말로,y,y,,,11:00,18:00,11:00,18:00,,,말로나라떼
성산 호랑호랑,y,n,,,08:00,22:00,08:00,22:00,,,"수제홍차라떼, 단호박라떼, 광치기커피"
너는파라다이스길리,,,,,12:00,18:00,12:00,18:00,,,
오만과자점,,,,,11:00,19:00,11:00,19:00,,,"우도땅콩로쉐 쿠키, 로투스스모어 쿠키"
장수물식당,,,,,09:00,19:30,09:00,19:30,,,"고기국수, 돔베고기"
카페신상,,,,,10:00,18:00,10:00,18:00,,,카이막 허니스콘
르바게트,,,,,09:00,15:00,09:00,15:00,,,바게트
지지지제주흑돼지,y,y,y,,11:30,22:30,11:30,22:30,,,"제주흑돼지된장찌개,김치찌개,한우육회"
비양놀,,,,,11:00,20:00,11:00,20:00,,,한라봉스콘
귤꽃다락,,,,,11:00,18:40,11:00,18:40,,,"청귤무스케이크, 귤라떼"
오드씽,,,,,10:00,22:00,10:00,22:00,,,"뭉개오일파스타, 제주고사리오일파스타"
리썸커피,,,,,11:00,17:00,11:00,17:00,,,"구겔호프, 크림라떼"
하소로커피,,,,,10:00,18:00,10:00,18:00,,,스페셜티 핸드드립
제주할망밥상,,,,,09:00,20:00,09:00,20:00,,,모듬생선구이정식
바끄레카페,,,,,08:00,17:00,08:00,17:00,,,"커피, 레몬에이드"
동복뚝배기,,,,,09:00,21:00,09:00,21:00,,,"통갈치구이, 갈치조"
카페 1950,,,,,09:00,21:00,09:00,19:00,,,"어승생, 새별노을"
나이체,,,,,08:00,17:00,10:00,17:00,,,나이체라떼
고래콩물 이도점,,,,,10:00,21:00,10:00,21:00,,,"강원도 순두부, 콩국수"
포차,y,y,,요청시 제공,07:00,01:00,07:00,01:00,,,"한식, 해물라면, 김치전, 막걸리, 고기국수, 햄버거, 치킨, 덮밥"
회심,,,,,11:00,17:00,11:00,17:00,,,"고등어참깨소바, 누룩연어덮밥"
시루애월,,,,,08:30,17:00,08:30,17:00,,,"브런치, 토마토스튜, 까르보나라"
텐동아우라,,,,,10:30,19:40,10:30,19:40,,,"샤르르 돌문어 텐동, 아우라텐동"
애월빵공장,y,y,,,09:00,21:00,09:00,21:00,,,
조식,,,,,10:00,16:00,10:00,16:00,,,"필터커피, 조식플레이트"
플로트 제주,y,,,,08:00,19:00,08:00,19:00,,,
함덕빵명장,,,,,08:30,21:30,08:30,21:30,,,"팡도르, 몽블랑"
꼬스뗀뇨,,,,,10:00,18:00,10:00,18:00,,,"잠봉갈레트, 코코넛커피"
오라방라운지,,,,,10:00,22:00,10:00,22:00,,,오라방까망수제수시지
늘소담,,,,,09:00,21:00,09:00,21:00,,,"제주바당물회국수, 흑돼지홍국수"
달팽이식당,,,,,11:00,15:30,11:00,15:30,,,"청국장, 석쇠구이"
오또도넛,y,y,,,08:00,18:00,08:00,18:00,,,"글레이즈 도넛, 제주청귤도넛"
두루김밥,y,y,,,06:00,19:30,05:00,13:30,,,"고추참치김밥, 멸추김밥, 돈까스김밥"
짱구분식,,,,,12:00,21:00,12:00,21:00,,,모닥치기
스쿠버스,,,,,11:00,19:00,11:00,19:00,,,"짜장면케이크, 옥돔빙수, 고등어빙수"
용림식당,,,,,12:00,22:00,12:00,22:00,,,
엠에이티(MAT),,y,,,18:00,22:00,18:00,22:00,,,
말고기연구소,,,,,10:00,22:00,10:00,22:00,,,
전복마시문어마시,,,,,10:00,20:40,10:00,20:40,,,돌문어 전복구이
마노아,,y,,,10:00,19:00,10:00,19:00,,,"당근스프, 피자"
명호마농갈비 본점,,y,,,13:00,23:00,13:00,23:00,,,한우갈비
명호마농갈비 중문점,,y,,,12:00,22:00,12:00,22:00,,,한우갈비
88돼지,,,,,16:00,05:00,16:00,05:00,,,흑돼지근고기
바다어멍,y,y,y,,07:00,22:00,07:00,22:00,,,"갈치구이, 갈치조림, 전복"
황금손가락 노형점,y,y,,,11:00,21:00,11:00,21:00,,,"모듬초밥, 특초밥, 황금초밥"
함덕면장,y,y,n,,10:30,20:30,10:30,20:30,,,칼국수
오지힐 제주,,,,,10:30,20:00,10:30,20:00,,,"제주 파블로바, 플랫화이트, 필터커피"
돗토리,,,,,11:30,19:00,11:30,19:00,,,"파래시오빵, 부추프레즐"
삼도제과,,,,,10:00,21:00,10:00,21:00,,,"쫀득모찌, 앙버터, 올리브치즈치아바타"
임성교자,,,,,11:00,20:30,11:00,20:30,,,"새우 쇼마이, 고기 쇼마이, 군만두"
JUDY,,,,,11:00,17:40,11:00,17:40,,,"우도땅콩크림라떼, 초당옥수수라떼"
떼레노,,,,,12:00,23:00,12:00,23:00,,,
함덕 수산시장,y,y,n,,12:00,22:00,12:00,22:00,,,회 물회 등
메밀꽃제주,,,,,10:30,15:00,10:30,15:00,,,"메밀물막국수, 메밀비빔막국수"
카페방주,,,,,09:00,18:00,09:00,18:00,,,"제주감귤라떼, 한라봉착즙주스"
팀블로우,,,,,08:00,20:00,08:00,20:00,,,"에스프레소 그라니따, 커스터드 크림 라떼"
다정이네김밥 서귀포신시가지점,,,,,07:30,20:00,07:30,20:00,,,"다정이네김밥, 라면, 전복갈치튀김, 양파청양고추지김밥"
돔베보이 중문점,,,,,11:00,22:00,11:00,22:00,,,"편백돔베세트, 수비드튀김돔베"
오른(orrrn),,,,,10:30,19:00,10:30,19:00,,,"곰돌이우유, 오른라떼, 아이스크림크러핀, 비건보늬밤파이"
제주고집,,,,,12:00,00:00,12:00,00:00,,,"흑돼지 근고기, 제주산 가브리살, 해물된장찌개, 흑돼지 김치찌개"
도주제,,,,,10:00,01:00,10:00,01:00,,,"새우말이꼬치, 마구로꼬치, 접짝뼈라멘"
런던베이글뮤지엄,,,,,08:00,18:00,08:00,18:00,,,"쪽파 프레첼 베이글, 브릭레인 샌드위치"
수리코,,,,,10:00,16:00,10:00,16:00,,,
카페 부르네,,,,,10:00,19:00,10:00,19:00,,,"귤커피, 제주 흑돼지 잠봉뵈르"
하영올레국수,,,,,08:00,20:00,08:00,20:00,,,"왕갈비국수, 고기국수"
모니카옛날통닭,,,,,16:00,23:00,16:00,23:00,,,"고추야채치킨, 후라이드치킨"
크럼블,,,,,10:00,18:00,10:00,18:00,,,"자스민 피치에이드, 휘낭시에, 스콘"
우주파,,,,,10:00,02:00,10:00,02:00,,,제주 흑돼지 풀드포크 플래터
초가헌,,,,,09:30,18:00,09:30,18:00,,,"제주 전통 기름떡, 제주 아라 딸기라떼"
맛존디국수,,,,,09:00,21:00,09:00,21:00,,,"고기국수, 순대국밥"
제주디저트카페 공존,,,,,12:00,18:00,12:00,18:00,,,"비건 야키소바 샌드, 수제 소금버터 갈레트"
도토리,,,,,10:00,18:00,10:00,18:00,,,"소금빵, 먹물소금빵, 앙버터소금빵"
제주돈카츠 동문카츠,,,,,11:00,20:00,11:00,20:00,,,"현무암흑등심카츠, 화산송이안심카츠"
친봉산장,y,y,,,11:00,22:00,11:00,22:00,,,"아이리쉬 커피, 에인절미 라떼, 가가멜스튜, 구운우유, 구운치즈, 칠리핫도그"
플레이커피랩,y,n,,,11:00,22:00,11:00,22:00,,,"인생모카, 크림라떼, 녹차슈페너, 딸기주물럭"
카페느슨,y,y,,,10:00,18:00,10:00,18:00,,,"아메리카노, 수박스무디, 천도복숭아스무디, 솔트카라멜라떼, 골드라떼, 소금빵"
황금빅버거,y,y,,,09:30,19:00,09:30,19:00,,,"황금빅버거, 피자, 돈가스, 감자튀김, 샐러드"
소소밀,y,y,,,10:00,21:00,10:00,21:00,,,"양갈비, 통버섯 그릴 샐러드"
아스쿰,y,y,,,11:00,20:30,11:00,20:30,,,"아스쿰 자몽 벵쇼, 아스쿰 블랜디드 티, 옥수수 파운드, 얼그레이 파운드"
회수다옥,y,y,,,09:30,17:30,09:30,17:30,,,
모몽더티하우스,y,y,,,08:30,17:00,11:00,16:00,,,"모몽 밀크슈페너, 소프트프레첼, 라즈베리랑데뷰, 모몽 스모어쿠키, 유자 프레시 스무디"
아우아우,y,y,,,12:00,19:00,12:00,19:00,,,"아이스크림 와플, 아메리카노, 초당옥수수밀크티"
양가형제노형,y,y,,,11:30,19:00,11:30,19:00,,,"양버거, 경버거, 어니언링, 감자튀김"
삭제요청_온더스톤펜션,,,,,,,,,,,
춤추는돼지,y,y,n,,15:00,00:00,15:00,00:00,,,"흑돼지, 백돼지, 돈마호크, 가브리살, 항정살"
우도루,,y,,,11:00,20:30,11:00,20:30,,,한라봉탕수육
검은쇠몰고오는,,,,,11:00,22:00,11:00,22:00,,,흑우
조천수산,,,,,15:00,21:00,15:00,21:00,,,생선회
혼저,y,y,n,"어린이김 서비스, 메뉴 - 계란후라이 1000원",16:30,22:30,16:30,22:30,,,고기에 혼을 담다 500g(흑돼지 목살+오겹살)
탐라칼국수,y,y,n,,06:00,20:00,06:00,20:00,,,"바지락칼국수, 얼큰칼국수, 황태콩나물국밥, 김치콩나물국밥, 조개탕, 김치 등갈비찜, 야채순대볶음, 닭볶음탕, 코다리찜, 제육볶음"
노형수산시장,y,y,y,,11:00,23:00,11:00,23:00,,,"회정식, VIP씨온세트, 대방어, 특방어, 황금광어"
탐라칼국수,y,y,n,,06:00,20:00,06:00,20:00,,,"바지락칼국수, 얼큰칼국수, 황태콩나물국밥, 김치콩나물국밥, 조개탕, 김치 등갈비찜, 야채순대볶음, 닭볶음탕, 코다리찜, 제육볶음"
브로콜리지,y,n,n,,09:00,18:20,09:00,18:20,,,흑돼지 400 돈가스
취하도,,,,,12:00,19:00,,,,,
오팬파이어 (OhPanFire),,y,y,,11:00,20:00,11:00,20:00,,,"한우빠에야, 한치먹물빠에야, 제주바다뻬야, 게딱블빠에야"
마이플레이그라운드,y,y,n,,11:00,18:00,11:00,18:00,,,"아메리카노,아인슈페너,판제로티,롤도그"
담소요,,,,,09:00,17:30,,,,,"시그니처 밀크티, 감귤주스, 바닐라라떼, 바스크 치즈케잌, 단호박파이"
퍼블릭,y,y,n,,18:00,02:00,18:00,02:00,,,페퍼로니 피자
갈치바다 애월점,y,y,y,,10:00,22:00,10:00,22:00,,,"순살갈치조림, 통갈치구이 한상차림"
돌갱이네집,y,y,n,,08:00,21:00,08:00,21:00,,,"고등어구이, 해물파전, 문어숙회, 성게미역국, 딱새우회, 옥돔구이, 전복죽, 해물뚝배기, 해물라면"
화산 제주신화월드점,,y,y,,12:00,23:00,12:00,23:00,,,"화성숙성육, 모둠, 훈연구이"
라마단 할랄 레스토랑,y,y,y,,09:00,23:00,09:00,23:00,,,
영국찻집,,,,,11:00,18:00,11:00,18:00,,,"밀크티, 스콘, 잠봉뵈르 "
애월 전당포,,,,,11:00,18:00,,,,,"핸드드립커피, 제주보리개역, 필름카메라 대여, 현상인화"
[기존 콘텐츠 있음] 화산 제주신화월드,,y,n,,12:00,23:30,12:00,23:30,,,화산 숙성육 모둠
성심조림-제주공항,y,y,y,,10:00,22:00,10:00,22:00,,,제주마농갈치조림
별돈별 정원,y,n,n,유아 식기,12:00,22:00,12:00,22:00,,,물결흑돼지오겹살
킷사핫피엔도,,,,,11:30,20:30,,,,,"반숙오므라이스, 함바그스테이크, 나폴리탄 스파게티, 크림소다"
영아리(youngari),y,n,n,,10:00,19:00,10:00,19:00,,,"Brunch Set , 어썸피치라떼/에이드"
한라산아래첫마을 영농조합법인,y,n,n,,10:30,18:30,10:30,18:30,,,메밀냉면
제주복진 함덕,y,y,n,,10:30,21:30,10:30,21:30,,,샤브샤브
갈치바다,y,y,n,,10:00,21:30,10:00,21:30,,,갈치
미르오메기떡,,,,,07:30,18:30,07:30,18:30,,,
모르는곳 제주 혼술바,n,y,n,,20:00,04:00,20:00,04:00,,,
제주 초밥공장,y,n,n,,11:30,20:30,11:30,20:30,,,오늘의 초밥
담담샤브 신제주점,y,y,y,,11:00,21:30,11:00,21:30,,,제주산 돼지 목심 샤브샤브
오뷔아이스크림,y,y,n,,12:00,21:00,12:00,19:00,,,수제아이스크림
다인숯불갈비,y,y,y,유아식기 및 국 ,15:00,00:00,15:00,00:00,,,"숯불 양념갈비, 생갈비, 네모항정살, 네모가브리살, 네모갈매기살 "
백가네제주한상,y,y,n,,08:00,21:30,08:00,21:30,,,갈치 및 정식
엉덩물횟집,y,y,y,,11:00,22:00,11:00,22:00,,,횟집
초밥공장,y,n,n,없음,11:30,20:30,11:30,20:30,,,오늘의 초밥 12피스
쿡지니어,,y,,,11:00,19:00,11:00,19:00,,,바베큐플래터
고추냉이식당,y,n,n,,11:00,15:00,11:00,15:00,,,"치즈카츠, 돈카츠, 딱새우장덮밥"
오직너마늘,y,y,n,,10:30,15:30,10:30,15:30,,,"파스타, 스테이크, 필라프, 리조또 코스요리"
무 히어,y,n,n,,10:00,18:00,10:00,18:00,,,"커피, 티, 미숫가루"
이이공공,y,n,,,10:00,18:30,10:00,18:30,,,
카페 파파스브로트 제주,y,y,n,키즈 룸,08:00,21:00,08:00,21:00,,,"브런치, 베이커리"
서귀포혼술바 제주아홉 올레시장점,n,y,n,,20:00,04:00,20:00,04:00,,,
제주한잔 동문시장점,y,y,n,,15:00,23:00,15:00,23:00,,,"딱새우어묵매콤떡볶이, 치즈나쵸, 제주식찬수육, 흑돼지족발, 풋귤후추감자전 등"
한라원 제주신화월드점,,y,y,,11:00,23:00,11:00,23:00,,,"짚불훈연구이, 짚불훈연양념갈비, 묵은지찜, 제육쌈밥, 김치찌개, 고등어구이, 된장찌개, 어린이돈가스, 뼈다귀해장국, 돌솥비빔밥, 물냉면, 비빔냉면"
리틀슬로우,y,n,n,,08:00,17:00,08:00,17:00,,,
카페 에벤에셀,y,y,n,,10:00,18:00,10:00,18:00,,,
농업회사법인 한울제주 주식회사,,,,,10:00,18:00,00:00,00:00,,,오메기떡
콜린 제주점,y,y,n,,10:00,19:30,10:00,19:30,,,"홍시빙수, 팬케이크, 제주산 애플망고 빙수, 한라봉크림라떼"
르방게장,y,y,n,,11:00,22:00,11:00,22:00,,,간장게장
모살왓가든,y,y,y,,10:00,22:00,10:00,22:00,,,"삼계탕, 톳돌솥밥"
카페산들랑,y,,,,09:30,16:00,00:00,00:00,,,"커피,음료,디저트"
제주흑우,,,,,11:00,22:00,11:00,22:00,,,
슬로우스타터(Slow Starter),y,y,n,"보드게임, 책 등",09:00,16:30,09:00,16:30,,,"소금빵, 말차, 호지차, 커피"
탄스왈로키친&카페,y,y,n,,08:00,19:30,08:00,19:30,,,"특허 정낭빵, 초코릿, 한우뚝배기, 전복죽, 황태해장국, 다양한음료"
미스터밀크 송당,y,n,n,유아의자,09:00,20:00,09:00,20:00,,,"제주산 우유 아이스크림, 제주산 우유아이스크림 라떼, 딸기우유쉐이크, 유기농 그릭 요거트, 샐러드피자, 트리플치즈브레드, 카프레제 베이글"
알프스제주,y,,,,10:30,17:30,10:30,17:30,,,
남경어곰탕 제주공항본점,,y,,,08:00,21:00,08:00,21:00,,,
트래블러 와인카페,,,,,17:00,00:00,17:00,00:00,,,
꿈에그린짜장,,,,,10:00,20:00,10:00,20:00,,,
